Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.BO,RELIANCE.BO,RELIANCE.BO,RELIANCE.BO,RELIANCE.BO
Date,,,,,
2020-06-12,767.9827270507812,770.0128692054443,722.6423348789323,722.6423348789323,1544478
2020-06-15,780.6470336914062,786.3024715716901,754.8107824014529,762.2788681927849,2250800
2020-06-16,781.8555297851562,796.5258829478826,766.2184309905473,793.456477367749,2535406
2020-06-17,780.8403930664062,790.2902954207948,774.3631860759141,777.2634227278837,1781676
2020-06-18,800.586181640625,804.815693543632,776.0792048448167,776.0792048448167,2027974
2020-06-19,850.4944458007812,864.5605825491633,802.6888638435652,809.5044085561349,5858510
2020-06-22,844.5488891601562,872.0528118679443,838.5792471880037,858.0108681527793,4073664
2020-06-23,831.4253540039062,852.7420812922094,829.3710197379213,847.8358358911761,2707058
2020-06-24,834.9539184570312,856.5365238182161,827.8241703044812,840.9719446738177,2717448
2020-06-25,830.4102783203125,845.419027365437,828.4284616410184,835.7515713635453,1309314
2020-06-26,842.325439453125,846.6274692251603,830.0477583866476,836.404122583009,2770356
2020-06-29,832.923828125,840.53694950567,828.9843281174012,835.2681743363669,1340214
2020-06-30,823.3529052734375,841.4068644429236,819.8001276064235,839.2800716935946,1985890
2020-07-01,840.0535888671875,845.2498463926265,825.9632601482755,830.4344584841184,938276
2020-07-02,857.4156494140625,860.4594980183126,844.6801749638466,852.2776091900212,1631550
2020-07-03,870.5407104492188,873.1219178742546,861.2874105898984,867.399482434938,1714566
2020-07-06,901.6610717773438,904.8753641949988,872.7323211181044,877.1885276165264,1898842
2020-07-07,888.2924194335938,910.7195201675194,879.7453280561339,910.7195201675194,1435434
2020-07-08,875.3378295898438,893.5766068313826,871.8069650666685,889.290844043874,1167296
2020-07-09,888.6089477539062,893.3817260031773,870.2971669865833,880.2809901109398,1410480
2020-07-10,914.859130859375,917.7325358141252,888.6089687679465,891.1901761485219,2280558
2020-07-13,942.03466796875,948.2197447321325,925.3786922525059,929.4696367854519,3145520
2020-07-14,933.4389038085938,945.2977273961978,919.3885089828223,942.2295038826937,2267106
2020-07-15,898.8363037109375,963.5607121892724,875.7274289348353,944.1774605370127,5678048
2020-07-16,897.6187133789062,909.7454173958973,882.5942894409609,900.9791339306263,3294500
2020-07-17,930.8576049804688,935.0216137053359,895.2323885627047,898.5441196672913,1978960
2020-07-20,934.7294311523438,940.5492460728952,925.1351844025598,935.0946929954789,1512614
2020-07-21,960.3220825195312,962.7328463724705,942.375562381778,945.6872935645313,2068846
2020-07-22,976.0283813476562,978.9017865414693,954.5509958314824,964.3156866862562,2935892
2020-07-23,1003.5690307617188,1012.4570688464852,969.6971185526147,976.0283237636812,2758098
2020-07-24,1045.2332763671875,1053.3177861314261,1001.2557262599843,1003.2525385813748,5778544
2020-07-27,1049.9329833984375,1070.8015375658895,1036.393921366032,1066.321016312808,4626580
2020-07-28,1060.45263671875,1068.220515730916,1048.1554865304126,1053.8049179394536,2178804
2020-07-29,1020.7122192382812,1064.2270142002571,1008.6098277765236,1061.6945555542354,3050440
2020-07-30,1026.9459228515625,1041.7269014348683,1009.2429680734216,1022.7332833161399,2407642
2020-07-31,1006.6372680664062,1037.270632740819,999.9895500619642,1034.9085585881407,2566472
2020-08-03,978.1467895507812,1002.7654602545325,975.9795931763396,1002.7654602545325,1429454
2020-08-04,1047.64404296875,1055.3632913446772,974.6404184603301,982.3596073860837,4106394
2020-08-05,1035.7119140625,1068.9994854638367,1031.4992757231919,1056.8240926909,3587676
2020-08-06,1039.5596923828125,1055.6312152161454,1026.1180075438842,1051.9542218181457,2497264
2020-08-07,1045.4766845703125,1050.4929705649445,1032.5221369874562,1034.6893332903824,1921552
2020-08-10,1032.2786865234375,1054.3647806281244,1026.7510099048802,1050.249521100379,1651252
2020-08-11,1039.3160400390625,1051.9540756399474,1023.2931496763821,1041.0936000604493,1394734
2020-08-12,1036.1748046875,1044.6000824278747,1025.9474734693788,1034.4215003471168,1405374
2020-08-13,1033.59375,1041.726890818654,1027.603431335839,1039.0483036753615,916406
2020-08-14,1029.5999755859375,1050.249394440971,1017.960228601349,1033.5934806880507,2024690
2020-08-17,1018.5692138671875,1026.2884621812095,1008.1227482989418,1024.2672751861992,1847598
2020-08-18,1031.8646240234375,1038.755849350589,1014.4294363306688,1017.7167926549912,1284800
2020-08-19,1038.9019775390625,1049.031928952467,1033.1309122227672,1043.1633653655872,1517536
2020-08-20,1020.95556640625,1034.3727558731023,1016.7915577543178,1031.5237849325538,988400
2020-08-21,1013.8450317382812,1032.3760046993925,1011.5560815064965,1032.3760046993925,874398
2020-08-24,1020.8094482421875,1024.9977126050337,1008.1956682148983,1022.1487416356041,1121572
2020-08-25,1013.9669189453125,1028.23650599392,1012.1649842238935,1025.1682826032097,963768
2020-08-26,1040.6796875,1045.6958547712818,997.0430272910555,1016.5966627426382,1714930
2020-08-27,1028.4312744140625,1046.3534802150361,1024.5595224586373,1045.257694629519,794382
2020-08-28,1030.3306884765625,1038.2689510075156,1025.7526685522128,1032.4735104664499,927108
2020-08-31,1012.2867431640625,1057.7983471660696,1003.8613458084996,1057.7983471660696,1541794
2020-09-01,1016.6697998046875,1033.3257154464509,1004.9326721256614,1020.2980435302532,1084774
2020-09-02,1036.6617431640625,1040.7526277861518,1015.6713173832567,1020.2979668750529,3959546
2020-09-03,1028.6502685546875,1040.7526574994054,1024.291501373303,1036.3695157504606,549996
2020-09-04,1011.7266235351562,1021.272181229823,1005.97993194179,1005.97993194179,922036
2020-09-07,1014.16162109375,1025.1682253728527,996.1177219657211,1013.0902101489623,1250716
2020-09-08,1026.1666259765625,1032.4734565656104,1013.4310919527796,1019.7136668730275,963264
2020-09-09,1052.5628662109375,1055.4605863540417,1015.4279125736516,1015.4279125736516,1701352
2020-09-10,1127.27099609375,1141.5162072603955,1059.8193124499755,1064.1294495425811,4899404
2020-09-11,1129.3165283203125,1138.1558166921282,1113.3423878147428,1127.2709670339775,2661270
2020-09-14,1121.281005859375,1149.3574224536621,1111.345811036935,1129.7550342105435,1239952
2020-09-15,1128.853759765625,1133.0421427772437,1114.389415765556,1127.4414616502554,1018282
2020-09-16,1131.751708984375,1153.6430453097437,1125.8587702723858,1131.6785852745193,1306328
2020-09-17,1119.81982421875,1136.8896328416583,1116.7272263370955,1129.3896371023657,843732
2020-09-18,1122.8148193359375,1129.6817890182283,1108.9592449333502,1127.8311053754528,1036778
2020-09-21,1098.2935791015625,1137.9367345870592,1094.8114638651507,1122.571363082372,1002018
2020-09-22,1076.864990234375,1113.8051879954112,1072.092330285849,1113.8051879954112,1386664
2020-09-23,1085.8260498046875,1108.691416763494,1074.4298092783379,1107.9608930977154,1548288
2020-09-24,1062.25439453125,1084.0970992803886,1059.5758078079607,1076.304846994456,878162
2020-09-25,1072.2625732421875,1077.571116357625,1056.1424229529925,1069.4866071948356,826170
2020-09-28,1079.105224609375,1090.2822130846546,1074.965590440728,1085.558183754619,1032906
2020-09-29,1093.2774658203125,1102.603770827021,1079.7870330446026,1082.1491072339402,650574
2020-09-30,1087.8714599609375,1104.3326165207152,1083.6588211736002,1102.9933231732534,3121380
2020-10-01,1083.634521484375,1102.6037629727648,1078.1799683451432,1102.6037629727648,570360
2020-10-05,1076.864990234375,1095.2985867082116,1074.1133983926015,1093.8375392381695,786158
2020-10-06,1076.3779296875,1087.9933041518543,1072.1409159804955,1085.0712093331833,519542
2020-10-07,1099.2677001953125,1124.7142765505491,1081.6621260283348,1087.6280697671223,1750242
2020-10-08,1090.3795166015625,1104.5517225060178,1082.343756715606,1101.5322486319667,838116
2020-10-09,1087.8470458984375,1097.0759704867328,1079.8112861054055,1089.4542216371096,610044
2020-10-12,1089.259521484375,1098.147559309251,1084.5111177149206,1087.7497250334402,524484
2020-10-13,1110.5177001953125,1113.2936662808804,1085.1685058001087,1087.116568863712,819140
2020-10-14,1113.9755859375,1122.1817304460571,1105.306681320168,1112.7823021626637,613630
2020-10-15,1074.1376953125,1116.0940579006353,1069.0484041065035,1115.7531706290051,3029716
2020-10-16,1059.5029296875,1087.0193238623306,1058.309764693617,1078.6426754334252,880218
2020-10-19,1059.6490478515625,1085.2660087138363,1050.006110808962,1067.5386803772005,704452
2020-10-20,1049.762451171875,1068.366429078084,1048.1552754136753,1063.4962715685879,728276
2020-10-21,1034.056396484375,1067.0517200976171,1022.1245082404719,1057.360152308629,1069114
2020-10-22,1026.1910400390625,1038.8290762726756,1018.5935459967127,1033.9345437011814,603932
2020-10-23,1028.8453369140625,1039.6814393576644,1020.6146978751157,1027.1164069014176,1237080
2020-10-26,988.0089111328125,1025.6552555461756,983.0169992765218,1023.2201765918874,1121710
2020-10-27,990.6875610351562,1003.2525930190566,976.7346052991805,989.6161500071471,952110
2020-10-28,979.2426147460938,1002.2297360092623,977.3919904339008,995.4602641604783,3038094
2020-10-29,986.9618530273438,994.6323515645843,969.5266643181839,973.739362706448,769570
2020-10-30,1000.5009155273438,1005.5170829426996,984.7459074791036,991.0771126211552,708868
2020-11-02,914.2747802734375,990.3466240501073,905.8493831980327,990.3466240501073,2888486
2020-11-03,900.7113037109375,929.9566248582408,893.6739495233684,919.4857856676401,2328198
2020-11-04,931.88037109375,939.380426403292,896.1090838892192,896.1090838892192,2131260
2020-11-05,952.1646118164062,954.5510012094645,940.622360734912,949.1938272230849,1909174
2020-11-06,988.155029296875,993.5122029401799,963.1467805883901,968.1873820809204,3773746
2020-11-09,998.5284423828125,1008.1226291311925,992.9764507961146,1002.619327230748,1687382
2020-11-10,1015.1844482421875,1017.8630351768635,994.3888970930446,1010.5577980822927,2137294
2020-11-11,972.5218505859375,1020.4685911584442,963.8042559863753,1018.8370406889829,1622378
2020-11-12,964.2182006835938,978.0981507092768,956.9860280865613,966.7263438940581,1422928
2020-11-13,972.1321411132812,991.8806538489532,964.7782150691678,969.1613568842221,3650242
2020-11-14,974.9082641601562,981.9456187762771,972.0835487054925,980.362817406892,199970
2020-11-17,970.57373046875,1014.9408547935399,966.7262940331941,1014.9408547935399,1286592
2020-11-18,967.7977905273438,977.270283669407,955.0380001292451,972.7897025626954,855964
2020-11-19,960.7117309570312,978.9017592196609,958.4470955941754,967.4081982153747,1605466
2020-11-20,924.9403686523438,966.2880212950693,922.7001078985334,963.2198574746888,1726366
2020-11-23,950.0704345703125,959.4211140336178,938.4794348948128,939.4534664826642,1197264
2020-11-24,957.03466796875,961.1743019714978,940.5248216442285,955.524930987193,1501008
2020-11-25,948.5849609375,970.1354086445899,945.9307487852811,964.2912194358876,1828126
2020-11-26,951.5314331054688,956.9129216819883,940.1352522225935,949.7051239720006,901710
2020-11-27,939.8673706054688,952.5297806087763,935.8251753898977,945.2976083238436,1046382
2020-12-01,951.7749633789062,957.4243345412937,940.4274719159586,942.4972889825783,1186678
2020-12-02,953.382080078125,955.9876026139341,942.3755353281504,955.9876026139341,440276
2020-12-03,956.2310791015625,964.826919235687,953.601241533192,959.4210561393513,2978254
2020-12-04,948.0006103515625,958.3740110144461,944.810633145154,956.0119963216172,500672
2020-12-07,953.6012573242188,956.9859931637385,945.784630393883,945.784630393883,587618
2020-12-08,970.9877319335938,980.9471810653964,949.7538553660454,956.0119963815145,1366480
2020-12-09,987.0105590820312,990.4927338578237,974.0315764359879,980.3627816828217,1834484
2020-12-10,977.5380249023438,987.862794845096,974.4941763549817,983.771850507408,540354
2020-12-11,976.7588500976562,992.4407941024226,961.5639813298501,979.4861266136511,1378056
2020-12-14,969.7214965820312,981.4585651636229,967.7247437445271,980.362779642413,465806
2020-12-15,961.369140625,970.5737506699537,955.2814434325924,970.5737506699537,423070
2020-12-16,962.3676147460938,971.5965405618379,957.351328125029,968.1874298931998,545496
2020-12-17,966.750732421875,976.4666738000668,962.8789211623908,964.7296049726039,477668
2020-12-18,970.2572021484375,976.4666534358726,956.9860219458801,965.7523061163768,436660
2020-12-21,944.6888427734375,984.74588997958,903.925646478682,978.901700721541,2999220
2020-12-22,943.15478515625,953.7717533624306,919.3640752474042,944.8106507641182,1944482
2020-12-23,946.6613159179688,950.2651852020662,935.0703163415833,941.3041422305951,599486
2020-12-24,971.060791015625,973.3741160072728,948.2441132511958,950.0704224551283,578758
2020-12-28,975.6143798828125,986.1582836108412,971.8886972047574,976.0283314136699,671036
2020-12-29,968.771728515625,980.2653480414618,965.5574363813512,977.6110764725025,500034
2020-12-30,971.8400268554688,977.3676442838057,962.2945290855845,970.4033540285595,448554
2020-12-31,966.5559692382812,979.3888243404749,964.2913337613826,971.4748171820797,931590
2021-01-01,967.7733764648438,972.7165983040173,965.4113619259773,967.2863607063077,315426
2021-01-04,969.47802734375,973.0088919417655,958.3984177430808,968.4553060398764,691706
2021-01-05,957.4730224609375,966.2393064916073,952.6028646661209,960.4194917068689,677098
2021-01-06,932.2212524414062,958.4470398898213,927.7650462348118,958.4470398898213,1728078
2021-01-07,930.6871337890625,947.3430492950166,928.0816113171014,935.9956175568044,1129950
2021-01-08,941.4259033203125,943.9339870964752,931.5150843633455,935.5086495397874,599608
2021-01-11,923.8689575195312,944.2749310964753,921.555632507292,942.3755576174449,831146
2021-01-12,952.9194946289062,954.5509856991229,925.330037157313,930.2001952476146,995586
2021-01-13,944.3722534179688,961.8317566180762,934.4128048523344,956.8885941875558,949868
2021-01-14,954.8432006835938,957.716605899235,942.8869980242665,944.3723605987559,3659680
2021-01-15,943.6417846679688,960.9552198165528,935.1433828958395,954.5509502754362,2532814
2021-01-18,965.9957885742188,972.3756833291675,936.3608905904226,944.8106023866824,2727010
2021-01-19,981.9699096679688,989.0803279391035,970.9389907128354,971.1094343403644,1183838
2021-01-20,1000.744384765625,1002.3028114218714,974.6402923972508,984.9893773258913,977154
2021-01-21,1021.68603515625,1032.3760070516303,1010.5576777471914,1013.9667879853747,3090176
2021-01-22,998.2119140625,1030.4767116901437,991.1745593411433,1029.9410656357784,1015886
2021-01-25,944.6644897460938,999.356385913122,941.0118713765282,999.356385913122,2691040
2021-01-27,923.0166625976562,940.0378404309844,919.4857981714154,940.0378404309844,3480356
2021-01-28,913.9337768554688,936.7017639725167,910.7925489370336,915.1026265868051,4138760
2021-01-29,897.6431274414062,931.0523973389778,891.2388581824661,923.7227862279568,1853630
2021-02-01,923.0653686523438,927.6189544134407,898.6415148153342,898.6415148153342,1637018
2021-02-02,938.2114868164062,943.9826711309673,903.4142345539499,932.9760673978321,2177866
2021-02-03,940.0865478515625,950.1677503307718,925.3299465035707,938.4793720591477,1843092
2021-02-04,936.9940185546875,944.6645173549538,927.7894675545043,935.5573457340709,3238030
2021-02-05,937.0183715820312,946.8560666720036,935.070308439449,941.4015136528411,644028
2021-02-08,950.4112548828125,958.5687688563135,939.4777748595895,940.5248111826226,1404464
2021-02-09,952.5784912109375,969.1614023017459,950.654802659803,958.3009266265383,1204324
2021-02-10,961.9779663085938,966.2149800209362,938.9664695825687,953.4308151731445,941976
2021-02-11,1001.0853881835938,1004.3239958122289,960.0055563869067,963.049405248536,3885292
2021-02-12,994.1209716796875,1011.775293895677,981.6046897783501,1003.1063891378269,1281256
2021-02-15,989.9082641601562,1003.5203909035639,986.4017743184775,997.8953348552785,651568
2021-02-16,1003.08203125,1012.5058344118044,992.2946789870377,993.5122184704574,722930
2021-02-17,1014.33203125,1020.2979740577362,998.7962767230464,1002.2783916996759,1384966
2021-02-18,1005.93115234375,1026.4831956800724,1003.1064368746985,1015.7932224647672,597076
2021-02-19,1013.2607421875,1025.143880097139,1002.2785121638483,1005.6876227494396,797346
2021-02-22,977.635498046875,1017.7168614555361,971.6451801153033,1012.9928321242551,1298030
2021-02-23,985.8417358398438,999.8921892683168,980.7524444960261,987.6680450948268,841832
2021-02-24,1005.9554443359375,1013.7233220629105,974.2994193856184,986.5965675393962,3161992
2021-02-25,1044.575927734375,1048.1797972375691,1008.6097619138138,1012.018872649399,4802604
2021-02-26,1014.8679809570312,1038.999520119362,1008.1957689917119,1027.116381473736,1805206
2021-03-01,1023.2931518554688,1029.770485466927,1004.8109269061154,1029.770485466927,733402
2021-03-02,1025.752685546875,1037.3436857213896,1017.4977912645134,1034.4215908320336,539556
2021-03-03,1072.0921630859375,1081.1749592147044,1026.239559128594,1033.3012874658073,2202222
2021-03-04,1059.60009765625,1066.3939432947798,1050.9799430342268,1061.548160571976,2633390
2021-03-05,1060.98828125,1077.5224436676801,1049.519035527164,1055.8502408458894,860894
2021-03-08,1066.7838134765625,1086.532329393297,1056.556480927365,1057.5548871705712,750096
2021-03-09,1066.661865234375,1078.5937510351482,1045.23317236768,1071.43464333475,624570
2021-03-10,1062.5223388671875,1079.1052505090786,1056.897282640598,1076.7919254769595,498398
2021-03-12,1041.55615234375,1073.8696938667179,1034.2509163310513,1070.9475994616384,596562
2021-03-15,1026.99462890625,1046.499636628321,1013.4311905150308,1041.5563546261565,1026218
2021-03-16,1022.9523315429688,1035.2982298529166,1020.8095095449539,1029.9410559575354,446222
2021-03-17,1000.8905029296875,1024.5595190584486,991.247625479241,1022.7332097553141,486394
2021-03-18,978.6581420898438,1015.4278309317364,974.5185082467167,1008.6583596189896,1950548
2021-03-19,1013.9180908203125,1020.2980450103443,964.8756262316246,968.3334857820086,1458710
2021-03-22,1004.153564453125,1010.5577745970617,990.5414373131491,1010.5577745970617,634274
2021-03-23,1017.400390625,1027.5545988131526,1001.9132642549173,1005.20062093676,1157586
2021-03-24,997.0674438476562,1013.2607187547277,993.9018412342438,1013.2607187547277,615138
2021-03-25,970.5006713867188,1002.0593169235835,966.7262991858671,998.6502065486209,619242
2021-03-26,971.2312622070312,981.3124655186944,960.9065509946017,978.9017610811748,1600308
2021-03-30,987.960205078125,997.6518310456834,970.1354393180382,978.7555948933568,532020
2021-03-31,975.5899658203125,998.3335784791124,973.5445233681901,981.5072193106079,415802
2021-04-01,984.5997924804688,988.6420472913335,975.6630646819332,983.6257609067827,493186
2021-04-05,970.525146484375,986.2070320535022,955.4519712379472,986.2070320535022,506730
2021-04-06,966.06884765625,976.4666224945248,959.4210704809046,974.6403133502083,675134
2021-04-07,975.395263671875,996.4830120477658,970.2328486547517,970.2328486547517,563048
2021-04-08,976.4666748046875,984.3319918309289,970.8659931287505,978.926128364189,3069966
2021-04-09,965.5818481445312,977.3432911220217,964.3399341254155,975.4926073778823,482322
2021-04-12,930.833251953125,957.5947443600043,925.5978324989,952.6272073555967,1332200
2021-04-13,940.8658447265625,944.8837251142127,934.2667567946564,937.5054237850389,530966
2021-04-15,946.7100219726562,954.8675365921757,931.9534195077259,935.3138404052039,657484
2021-04-16,941.8885498046875,949.437294645418,938.2846210229499,946.7587077664491,2988770
2021-04-19,926.5718994140625,933.4144354780328,920.9468433543848,925.8170011722292,971800
2021-04-20,926.0117797851562,935.0215713629724,920.7276706687404,932.489053735865,829318
2021-04-22,928.2764892578125,932.367374417181,914.4208540793855,923.381956688336,2360014
2021-04-23,927.4728393554688,934.5832576696968,923.381895019148,926.7910053910541,740086
2021-04-26,943.5686645507812,955.0379095289129,931.1010729303911,933.2439541737784,2661244
2021-04-27,968.625732421875,972.8384309641292,945.2489741205384,946.2716954061877,696696
2021-04-28,972.1078491210938,977.6354662070984,964.6564840781739,973.7636551749274,884804
2021-04-29,985.330322265625,995.9472902646511,977.9277060398139,982.1404045121408,506026
2021-04-30,971.32861328125,991.7589612302868,967.895187650601,981.1906829748957,642948
2021-05-03,954.1856689453125,963.8042306202748,946.6125497705278,956.3528653907429,1387884
2021-05-04,933.39013671875,958.2035674555096,930.6871753024035,951.6288542861834,2043678
2021-05-05,934.9485473632812,943.7878956953745,929.2991761829079,934.9241727941172,574570
2021-05-06,939.8917236328125,941.9615406051462,928.8608048196362,937.9923502858143,463042
2021-05-07,940.5736083984375,952.3349920341464,937.9437112720659,944.8106219435807,357338
2021-05-10,937.8463134765625,947.7814478052089,935.2651653758496,946.6369725515796,451162
2021-05-11,941.7423706054688,944.1531343369066,930.2244952058787,933.6092310270838,531738
2021-05-12,931.9290161132812,941.8884644626157,929.1043009713314,941.8884644626157,746228
2021-05-14,943.2765502929688,945.5411856768983,928.4956324970418,937.5541145825883,1031768
2021-05-17,954.81884765625,956.0850768424843,940.4275070285925,944.177504897473,810282
2021-05-18,968.0899658203125,975.3221380731998,960.4437826051717,963.3171875216854,1156234
2021-05-19,972.2539672851562,982.1160371017203,960.44383429495,965.2653025397486,1127424
2021-05-20,966.8724365234375,979.2913387170385,964.8269346096852,972.2539251372308,552708
2021-05-21,974.4698486328125,978.4146644091377,964.2912073320521,971.937331004063,421206
2021-05-24,966.9942626953125,978.6582675330172,965.0705145809419,977.6355462248334,1420022
2021-05-25,956.7424926757812,972.5705054077551,954.5996113697265,969.1857695420618,409036
2021-05-26,959.2506713867188,966.677662251758,957.4730518470196,966.677662251758,368454
2021-05-27,963.4146118164062,970.2328328751216,956.0606852788259,959.859432220178,548456
2021-05-28,1020.249267578125,1025.168174311916,966.7749728256838,969.1613619385807,4316646
2021-05-31,1052.1732177734375,1067.2950815175107,1013.966853625123,1023.220153442067,4068900
2021-06-01,1055.9720458984375,1072.262701207635,1045.7934628766425,1053.9509778167087,1832944
2021-06-02,1072.0679931640625,1076.2562580509457,1051.2480659886817,1051.9054660329564,800634
2021-06-03,1075.939697265625,1095.78559187401,1069.5354868110333,1082.149148952911,1520346
2021-06-04,1066.8568115234375,1080.6880120672733,1063.5450804508703,1080.6880120672733,522622
2021-06-07,1084.730224609375,1091.7919531201392,1063.9346754646394,1074.3080160188067,1231050
2021-06-08,1078.5938720703125,1084.5841902103211,1070.6554907238192,1083.4396555163746,304636
2021-06-09,1059.137451171875,1081.9541855177972,1051.101691684883,1081.1261636625145,718010
2021-06-10,1063.00927734375,1086.0207720421054,1060.3306906592854,1067.6359270714618,537128
2021-06-11,1084.723388671875,1092.026720150046,1069.8715262038374,1071.832164954261,458504
2021-06-14,1100.5555419921875,1106.92761776592,1076.3906460859157,1085.213520234161,772392
2021-06-15,1102.7122802734375,1114.8682650659468,1098.5459227209817,1105.9228503209683,1268140
2021-06-16,1084.0615234375,1101.8788742761553,1081.6597890609012,1101.8788742761553,994192
2021-06-17,1085.973388671875,1095.5069712667687,1068.474710648308,1078.4739210423747,702856
2021-06-18,1090.6298828125,1095.4824160571818,1070.6313427816372,1086.80661315444,535280
2021-06-21,1096.7813720703125,1101.7319131469683,1078.816947600625,1080.483562350186,487426
2021-06-22,1091.095458984375,1108.1285080408472,1088.154500873905,1105.1630180125449,542078
2021-06-23,1080.8511962890625,1102.8593188287539,1079.0620415933367,1102.3691591314966,1349888
2021-06-24,1055.4854736328125,1085.7037722947598,1048.9417935488875,1085.6057642850174,2090908
2021-06-25,1031.443115234375,1058.6469794966922,1020.0958459980922,1058.6469794966922,1671192
2021-06-28,1022.47314453125,1042.618756271963,1020.0714098441406,1041.099213319451,1326548
2021-06-29,1023.0613403320312,1033.746846126952,1021.1497652973918,1023.9436517587495,895330
2021-06-30,1034.6781005859375,1040.8541608982673,1025.389597865869,1026.8846089389544,852502
2021-07-01,1028.2325439453125,1040.1189170549173,1026.6640567881404,1036.2467031667832,850764
2021-07-02,1043.6480712890625,1045.6332421255418,1026.5170126902217,1029.2863672925366,454292
2021-07-05,1053.794189453125,1055.3137322436205,1044.775299710765,1047.8633294562949,923216
2021-07-06,1042.054931640625,1053.867827613022,1039.6286651957403,1053.8432956958234,555680
2021-07-07,1034.3104248046875,1042.9372832393517,1028.6981202724733,1042.2511075386392,865920
2021-07-08,1025.855224609375,1037.0799539378097,1020.0223718398724,1036.6878022303365,639110
2021-07-09,1016.1990356445312,1025.021909980054,1012.6453779260568,1022.9141993996564,879568
2021-07-12,1021.7133178710938,1030.1931042423512,1017.1548089276649,1020.4144425902816,3151738
2021-07-13,1029.1148681640625,1030.9529671213934,1023.5025632812586,1029.335416105362,712050
2021-07-14,1022.47314453125,1032.6684903278447,1020.5125057114393,1030.65878767038,286612
2021-07-15,1021.1251831054688,1027.3747192075182,1018.8704006446304,1027.3747192075182,423526
2021-07-16,1035.1192626953125,1036.442669931663,1021.9829590009541,1021.9829590009541,666146
2021-07-19,1028.894287109375,1041.0992159260957,1025.9042650345189,1031.2960218024978,2932572
2021-07-20,1026.1983642578125,1033.3056796894443,1021.4927834152305,1028.036463076338,524338
2021-07-22,1039.628662109375,1041.148204956511,1028.747141347607,1034.8250734003745,341874
2021-07-23,1031.8841552734375,1046.4909379664543,1030.7323518028754,1046.4909379664543,506836
2021-07-26,1018.40478515625,1039.9228677954354,1015.4638269550953,1034.2369674060449,756300
2021-07-27,1006.9351196289062,1021.247759276256,1000.5139795387956,1019.0420405737156,542864
2021-07-28,998.3817749023438,1009.8024600339857,988.4560409582143,1009.778047783255,414460
2021-07-29,1007.4006958007812,1016.7872059312328,1001.7638594053504,1004.8273574463454,285292
